"ZIP","TotReturns","Adj_AGI","Avg_AGI","Indx"
12754,2890,20735.97,7.18,0.87
12758,1730,13794.78,7.97,0.96
12759,760,4759.22,6.26,0.76
12760,210,1886.16,8.98,1.08
12762,260,2179.24,8.38,1.01
12763,390,3006.34,7.71,0.93
12764,740,5730.7,7.74,0.93
12765,440,4483.51,10.19,1.23
12766,170,1312,7.72,0.93
12768,420,3647.27,8.68,1.05
12770,110,1256.79,11.43,1.38
12771,6110,45948.41,7.52,0.91
12775,1260,12517.82,9.93,1.2
12776,890,7550.52,8.48,1.02
12777,340,4436.56,13.05,1.58
12779,980,7635.09,7.79,0.94
12780,1080,9588.68,8.88,1.07
12783,590,4680.08,7.93,0.96
12786,340,3164.52,9.31,1.12
12787,270,2058.66,7.62,0.92
12788,940,7807.99,8.31,1
12789,690,5542.68,8.03,0.97
12790,2190,17856.83,8.15,0.98
12791,370,3331.66,9,1.09
12792,210,2056.55,9.79,1.18
12801,7610,53939.75,7.09,0.86
12803,4040,31242.8,7.73,0.93
12804,13430,113164.09,8.43,1.02
12808,180,2111.1,11.73,1.42
12809,1620,12753.73,7.87,0.95
12810,320,2377.1,7.43,0.9
12814,900,6893.19,7.66,0.93
12815,530,4544.1,8.57,1.04
12816,2140,16005.5,7.48,0.9
12817,1130,9320.93,8.25,1
12819,130,1600.36,12.31,1.49
12821,160,1470.12,9.19,1.11
12822,2780,21822.54,7.85,0.95
12823,160,1671.38,10.45,1.26
12824,400,4944.07,12.36,1.49
12827,1870,14931.98,7.99,0.96
12828,4730,35757.16,7.56,0.91
12831,8260,81671.09,9.89,1.19
12832,2700,20555.65,7.61,0.92
12833,2170,19527.55,9,1.09
12834,3150,25322.11,8.04,0.97
12835,1230,9833.07,7.99,0.96
12836,280,2829.38,10.1,1.22
12837,360,2578.92,7.16,0.86
12838,330,2579.07,7.82,0.94
12839,6380,47436.72,7.44,0.9
12842,600,4519.53,7.53,0.91
12843,250,1942.84,7.77,0.94
12844,160,4922.62,30.77,3.72
12845,2580,21597.86,8.37,1.01
12846,1620,12290.39,7.59,0.92
12847,360,3001.12,8.34,1.01
12849,330,2632.68,7.98,0.96
12850,1390,11962.49,8.61,1.04
12851,160,1645.5,10.28,1.24
12852,230,1898.56,8.25,1
12853,660,4753.79,7.2,0.87
12855,120,1552.17,12.93,1.56
12857,270,2138.92,7.92,0.96
12859,1020,9173.53,8.99,1.09
12860,370,3053.63,8.25,1
12861,290,2652.34,9.15,1.11
12863,340,3377.07,9.93,1.2
12865,1640,12316.73,7.51,0.91
12866,18630,331584.99,17.8,2.15
12870,810,6220.3,7.68,0.93
12871,1950,15766.54,8.09,0.98
12873,370,3433.99,9.28,1.12
12878,300,2375.08,7.92,0.96
12883,2250,16645.49,7.4,0.89
12885,2210,16101.26,7.29,0.88
12886,110,1397.86,12.71,1.54
12887,2160,16253.2,7.52,0.91
12901,14130,103868.51,7.35,0.89
12903,750,7692.56,10.26,1.24
12910,750,5639.16,7.52,0.91
12912,980,7478.6,7.63,0.92
12913,510,4039.79,7.92,0.96
12914,350,2539.06,7.25,0.88
12916,900,6681.93,7.42,0.9
12917,620,4719.77,7.61,0.92
12918,1170,10272.16,8.78,1.06
12919,1590,12102.03,7.61,0.92
12920,1030,8328.46,8.09,0.98
12921,1190,9557.57,8.03,0.97
12923,220,2146.6,9.76,1.18
12926,900,6770.55,7.52,0.91
12928,880,7030.48,7.99,0.96
12930,280,2259.84,8.07,0.97
12932,640,4961.92,7.75,0.94
12934,390,3533.48,9.06,1.09
12935,660,5384.76,8.16,0.99
12936,330,3429.99,10.39,1.25
12937,600,4442.91,7.4,0.89
12941,650,5206.94,8.01,0.97
12942,330,3803.08,11.52,1.39
12943,210,1918.42,9.14,1.1
12944,1810,14100.52,7.79,0.94
12945,320,2668.85,8.34,1.01
12946,2780,21766.24,7.83,0.95
12950,370,2726.38,7.37,0.89
12952,260,2119.25,8.15,0.98
12953,4840,34801.62,7.19,0.87
12955,170,1708.58,10.05,1.21
12956,520,4002.1,7.7,0.93
12957,720,5137.7,7.14,0.86
12958,850,6639.11,7.81,0.94
12959,620,4657.09,7.51,0.91
12960,490,3912.98,7.99,0.96
12961,110,1144.34,10.4,1.26
12962,2640,23725.9,8.99,1.09
12965,240,1931.28,8.05,0.97
12966,1200,9168.84,7.64,0.92
12967,450,3424.93,7.61,0.92
12969,160,1659.06,10.37,1.25
12970,170,1609.37,9.47,1.14
12972,2990,26601.75,8.9,1.07
12974,660,4775.7,7.24,0.87
12978,200,1712.7,8.56,1.03
12979,1210,9578.85,7.92,0.96
12980,580,4272.41,7.37,0.89
12981,1090,9428,8.65,1.04
12983,3590,26903.41,7.49,0.9
12985,470,3584.95,7.63,0.92
12986,2650,22299.56,8.41,1.02
12987,120,1816.72,15.14,1.83
12989,470,3865.27,8.22,0.99
12992,2320,18193.72,7.84,0.95
12993,750,6280.23,8.37,1.01
12996,950,7540.2,7.94,0.96
12997,570,4567.34,8.01,0.97
12998,220,1689.08,7.68,0.93
13021,18670,136077.55,7.29,0.88
13026,640,6205.44,9.7,1.17
13027,16210,154849.14,9.55,1.15
13028,580,4643.89,8.01,0.97
13029,3450,30721.2,8.9,1.07
13030,2050,15950.14,7.78,0.94
13031,8240,74350.54,9.02,1.09
13032,5980,44534.72,7.45,0.9
13033,1730,13991.78,8.09,0.98
13034,900,7369.9,8.19,0.99
13035,3810,46143.53,12.11,1.46
13036,4160,32422.45,7.79,0.94
13037,4260,35480.43,8.33,1.01
13039,8620,87112.5,10.11,1.22
13040,1170,9031.83,7.72,0.93
13041,5360,50558.81,9.43,1.14
13042,1020,7785.28,7.63,0.92
13044,1240,10193.72,8.22,0.99
13045,11560,84453.13,7.31,0.88
13052,870,6981.21,8.02,0.97
13053,2230,17730.21,7.95,0.96
13054,730,5589.39,7.66,0.93
13057,7940,61266.79,7.72,0.93
13060,1400,10837.17,7.74,0.93
13061,520,4529.79,8.71,1.05
13063,910,8531.54,9.38,1.13
13066,6450,102905.03,15.95,1.93
13068,2500,20294.6,8.12,0.98
13069,10860,79164.12,7.29,0.88
13071,480,3925.25,8.18,0.99
13072,370,2900.17,7.84,0.95
13073,3040,23574,7.75,0.94
13074,1940,14309.36,7.38,0.89
13076,1120,8886.55,7.93,0.96
13077,3240,25207.19,7.78,0.94
13078,4450,69804.93,15.69,1.89
13080,1740,14809.13,8.51,1.03
13081,530,4726.79,8.92,1.08
13082,2390,19224.26,8.04,0.97
13083,790,6194.27,7.84,0.95
13084,2270,19107.42,8.42,1.02
13088,11860,94685.09,7.98,0.96
13090,15150,135213.87,8.93,1.08
13092,1160,9460.17,8.16,0.99
13101,1190,9281.05,7.8,0.94
13103,160,1372.94,8.58,1.04
13104,7680,134518.94,17.52,2.12
13108,3100,30521.92,9.85,1.19
13110,1150,10316.09,8.97,1.08
13111,710,5493.92,7.74,0.93
13112,900,8735.04,9.71,1.17
13114,2940,23291.74,7.92,0.96
13116,1790,14663.19,8.19,0.99
13118,2440,19868.07,8.14,0.98
13120,1080,8689.87,8.05,0.97
13122,530,4443.74,8.38,1.01
13126,14450,111369.78,7.71,0.93
13131,1720,13481.66,7.84,0.95
13132,1920,14986.42,7.81,0.94
13135,3080,23762.95,7.72,0.93
13136,220,1760.35,8,0.97
13140,1990,14836.44,7.46,0.9
13141,340,2549.79,7.5,0.91
13142,2820,20981.35,7.44,0.9
13143,1200,8794.27,7.33,0.89
13144,550,4081.9,7.42,0.9
13145,870,6718.07,7.72,0.93
13146,910,7150.83,7.86,0.95
13147,550,4615.74,8.39,1.01
13148,5000,36727.81,7.35,0.89
13152,4000,61249.43,15.31,1.85
13155,300,2252.22,7.51,0.91
13156,780,6359.21,8.15,0.98
13158,670,4846.04,7.23,0.87
13159,2510,23360.6,9.31,1.12
13160,930,7559.63,8.13,0.98
13164,1230,12131.67,9.86,1.19
13165,5140,37480.34,7.29,0.88
13166,2710,20885.78,7.71,0.93
13167,1590,13460.37,8.47,1.02
13202,1730,12143.26,7.02,0.85
13203,6250,44716.14,7.15,0.86
13204,7860,58119.71,7.39,0.89
13205,7450,54157.34,7.27,0.88
13206,8310,63538.24,7.65,0.92
13207,6180,44267.19,7.16,0.86
13208,9120,67819.83,7.44,0.9
13209,6830,51242.03,7.5,0.91
13210,6140,41842.16,6.81,0.82
13211,3310,26769.45,8.09,0.98
13212,10600,82210.57,7.76,0.94
13214,3810,35046.66,9.2,1.11
13215,7210,82200.69,11.4,1.38
13219,8150,68154.99,8.36,1.01
13224,4200,34386.78,8.19,0.99
13302,640,4722.82,7.38,0.89
13303,550,5256.68,9.56,1.15
13304,920,8484.29,9.22,1.11
13308,1540,11768.53,7.64,0.92
13309,2690,20036.6,7.45,0.9
13310,310,2716.49,8.76,1.06
13314,220,1878.26,8.54,1.03
13315,610,4672.43,7.66,0.93
13316,2880,22464.62,7.8,0.94
13317,1680,13157.46,7.83,0.95
13318,600,4857.62,8.1,0.98
13319,460,3417.93,7.43,0.9
13320,900,7225.8,8.03,0.97
13322,570,4684.33,8.22,0.99
13323,4730,44040.06,9.31,1.12
13324,880,7019.35,7.98,0.96
13325,430,3171.33,7.38,0.89
13326,2640,23838.76,9.03,1.09
13327,980,7761.89,7.92,0.96
13328,550,4696.14,8.54,1.03
13329,1570,11914.52,7.59,0.92
13331,130,1556.68,11.97,1.45
13332,1090,8163.34,7.49,0.9
13334,580,4442.97,7.66,0.93
13335,730,5329.98,7.3,0.88
13337,410,3489.6,8.51,1.03
13338,630,4688.94,7.44,0.9
13339,2570,19099.4,7.43,0.9
13340,3760,28507.41,7.58,0.92
13343,780,6097.13,7.82,0.94
13346,2000,18239.84,9.12,1.1
13348,650,4951.05,7.62,0.92
13350,4000,28777.56,7.19,0.87
13354,1620,14597.25,9.01,1.09
13355,400,3025.17,7.56,0.91
13357,4870,36535.98,7.5,0.91
13360,220,2187.47,9.94,1.2
13361,270,2197.81,8.14,0.98
13363,1130,8892.18,7.87,0.95
13365,3710,27242.27,7.34,0.89
13367,3630,27799.63,7.66,0.93
13368,540,4001.19,7.41,0.89
13402,650,4998.34,7.69,0.93
13403,2270,21001.01,9.25,1.12
13406,300,2396.65,7.99,0.96
13407,2430,18691.25,7.69,0.93
13408,1120,8958.7,8,0.97
13409,1100,8564.98,7.79,0.94
13411,1390,10414.02,7.49,0.9
13413,7720,79053.47,10.24,1.24
13416,950,8054.65,8.48,1.02
13417,1720,13787.05,8.02,0.97
13420,830,6185.76,7.45,0.9
13421,6370,46112.4,7.24,0.87
13424,1090,9841.84,9.03,1.09
13425,880,6958.54,7.91,0.96
13428,610,5146.6,8.44,1.02
13431,890,7328.8,8.23,0.99
13433,680,5055.18,7.43,0.9
13437,210,1815.6,8.65,1.04
13438,1670,14312.48,8.57,1.04
13439,1770,13078.06,7.39,0.89
13440,18080,137334.83,7.6,0.92
13450,140,2316.55,16.55,2
13452,1900,14485.1,7.62,0.92
13454,360,2961.97,8.23,0.99
13456,2020,17042.35,8.44,1.02
13459,960,7608.65,7.93,0.96
13460,2080,15709.28,7.55,0.91
13461,1620,13279.75,8.2,0.99
13464,500,3696.56,7.39,0.89
13468,230,1924.64,8.37,1.01
13469,380,3738.42,9.84,1.19
13470,270,2191.41,8.12,0.98
13471,1390,10259.53,7.38,0.89
13473,330,2858.54,8.66,1.05
13476,1620,12503.73,7.72,0.93
13477,630,4837.51,7.68,0.93
13478,1520,12103.15,7.96,0.96
13480,1590,12764.36,8.03,0.97
13483,120,1424.49,11.87,1.43
13485,430,3178.81,7.39,0.89
13486,400,3647.9,9.12,1.1
13488,120,1243.25,10.36,1.25
13489,300,2355.15,7.85,0.95
13490,710,5707.75,8.04,0.97
13491,1670,13277.21,7.95,0.96
13492,5980,50108.41,8.38,1.01
13493,830,6513.72,7.85,0.95
13494,180,1926.79,10.7,1.29
13495,1070,8480.5,7.93,0.96
13501,14820,103797.63,7,0.85
13502,14050,100168.23,7.13,0.86
13601,16760,121112.06,7.23,0.87
13603,3650,37763.31,10.35,1.25
13605,1990,14999.68,7.54,0.91
13606,1270,11009.82,8.67,1.05
13607,1050,7504.16,7.15,0.86
13608,660,5125.18,7.77,0.94
13612,1320,10725.47,8.13,0.98
13613,1020,7972.74,7.82,0.94
13614,120,1747.62,14.56,1.76
13616,830,6994.25,8.43,1.02
13617,3820,31094.79,8.14,0.98
13618,860,7385.49,8.59,1.04
13619,4360,33456.8,7.67,0.93
13620,850,6577.34,7.74,0.93
13621,270,2321.29,8.6,1.04
13622,1040,8988.79,8.64,1.04
13624,2210,17413.61,7.88,0.95
13625,890,7926.88,8.91,1.08
13626,980,7459.79,7.61,0.92
13630,530,4003.11,7.55,0.91
13634,1890,14788.74,7.82,0.94
13635,410,3180.48,7.76,0.94
13636,140,1799.63,12.85,1.55
13637,2080,17780.92,8.55,1.03
13638,200,2134.4,10.67,1.29
13640,220,3611.66,16.42,1.98
13642,3580,25918.72,7.24,0.87
13646,940,6759.12,7.19,0.87
13648,950,7819.16,8.23,0.99
13650,610,5049.79,8.28,1
13652,720,5338.67,7.41,0.89
13654,860,6463.89,7.52,0.91
13655,1330,10048.97,7.56,0.91
13656,1150,8734.76,7.6,0.92
13658,1030,8429.81,8.18,0.99
13659,250,1895.88,7.58,0.92
13660,820,6331.59,7.72,0.93
13661,660,5680.5,8.61,1.04
13662,7220,52719.56,7.3,0.88
13664,250,2463.24,9.85,1.19
13665,390,3019.82,7.74,0.93
13667,1380,10262.64,7.44,0.9
13668,1510,11868.3,7.86,0.95
13669,6530,48418.18,7.41,0.89
13670,150,1486.06,9.91,1.2
13672,330,2768.41,8.39,1.01
13673,980,7684.8,7.84,0.95
13676,4820,36920.82,7.66,0.93
13679,880,6684.58,7.6,0.92
13680,430,3524.69,8.2,0.99
13681,360,2776.63,7.71,0.93
13682,420,3848.47,9.16,1.11
13684,480,3923.33,8.17,0.99
13685,1170,10171.68,8.69,1.05
13687,250,2035.4,8.14,0.98
13690,340,2795.85,8.22,0.99
13691,1370,10689.62,7.8,0.94
13693,270,2096.19,7.76,0.94
13694,700,6904.94,9.86,1.19
13696,120,1352.75,11.27,1.36
13697,910,6854.89,7.53,0.91
13730,1270,9518.79,7.5,0.91
13731,490,4322.36,8.82,1.07
13732,3840,35014.3,9.12,1.1
13733,2260,17408.05,7.7,0.93
13734,1000,7640.82,7.64,0.92
13736,1110,8700.38,7.84,0.95
13739,440,3324.11,7.55,0.91
13740,230,2352.73,10.23,1.24
13743,1740,13136.47,7.55,0.91
13744,550,4513.69,8.21,0.99
13746,1260,10192.17,8.09,0.98
13748,1870,13564.86,7.25,0.88
13750,490,3646.13,7.44,0.9
13751,130,1430.67,11.01,1.33
13752,360,2605.18,7.24,0.87
13753,1970,14584.89,7.4,0.89
13754,1340,9623.21,7.18,0.87
13755,580,4449.21,7.67,0.93
13756,220,2021.8,9.19,1.11
13757,420,3496.04,8.32,1
13760,21500,164396.53,7.65,0.92
13775,750,6136.72,8.18,0.99
13776,340,3348.43,9.85,1.19
13777,440,3104.48,7.06,0.85
13778,2690,21113.05,7.85,0.95
13780,470,3767.25,8.02,0.97
13782,320,2439.81,7.62,0.92
13783,1040,7709.66,7.41,0.89
13786,170,1545.88,9.09,1.1
13787,1570,11540.93,7.35,0.89
13788,420,3427.01,8.16,0.99
13790,8570,61632.11,7.19,0.87
13795,1770,14190.74,8.02,0.97
13796,620,4595.24,7.41,0.89
13797,950,7054.26,7.43,0.9
13801,550,4221.53,7.68,0.93
13802,430,3234.83,7.52,0.91
13803,1870,14281.98,7.64,0.92
13804,210,2085.6,9.93,1.2
13806,120,1176.5,9.8,1.18
13807,620,4875.82,7.86,0.95
13808,780,6060.14,7.77,0.94
13809,730,5801.8,7.95,0.96
13810,510,3982.57,7.81,0.94
13811,2040,16319.55,8,0.97
13812,1040,8161.12,7.85,0.95
13813,440,3166.23,7.2,0.87
13815,6090,43682.96,7.17,0.87
13820,7870,57738.18,7.34,0.89
13825,1530,12130.98,7.93,0.96
13827,5340,41715.35,7.81,0.94
13830,2160,16679.45,7.72,0.93
13832,290,2361.63,8.14,0.98
13833,1940,15265.15,7.87,0.95
13835,660,5083.48,7.7,0.93
13838,1940,15033.47,7.75,0.94
13839,620,4720.49,7.61,0.92
13841,230,2012.73,8.75,1.06
13842,200,2050.35,10.25,1.24
13843,750,5904.28,7.87,0.95
13844,350,2717.8,7.77,0.94
13846,170,1512.32,8.9,1.07
13849,2020,16020.86,7.93,0.96
13850,10140,93794.88,9.25,1.12
13856,2780,20632.06,7.42,0.9
13861,320,2712.61,8.48,1.02
13862,1850,14809.17,8,0.97
13863,190,1639.96,8.63,1.04
13864,520,3937.99,7.57,0.91
13865,2820,21150.15,7.5,0.91
13901,8700,62121.67,7.14,0.86
13903,8670,63132.22,7.28,0.88
13904,4280,31188.27,7.29,0.88
13905,11150,77671.8,6.97,0.84
14001,4760,37313.72,7.84,0.95
14004,5290,44572.91,8.43,1.02
14005,870,7133.33,8.2,0.99
14006,4860,36936.7,7.6,0.92
14008,720,5649.87,7.85,0.95
14009,2610,19688.06,7.54,0.91
14011,2880,22978.91,7.98,0.96
14012,1110,8694.91,7.83,0.95
14013,760,5676.21,7.47,0.9
14020,10130,72388.88,7.15,0.86
14024,720,5720.81,7.95,0.96
14025,1550,13990.29,9.03,1.09
14026,410,3174.25,7.74,0.93
14028,730,6752.91,9.25,1.12
14030,730,5719.98,7.84,0.95
14031,4850,72438.29,14.94,1.8
14032,3930,60432.91,15.38,1.86
14033,1160,11807.89,10.18,1.23
14034,870,6903.13,7.93,0.96
14036,2380,18495.97,7.77,0.94
14037,630,5989.65,9.51,1.15
14040,1080,9148.48,8.47,1.02
14041,110,1189.06,10.81,1.31
14042,1690,12774.79,7.56,0.91
14043,13030,101538.44,7.79,0.94
14047,3220,26108.75,8.11,0.98
14048,6530,46228.88,7.08,0.86
14051,9930,169428.65,17.06,2.06
14052,8900,93372.03,10.49,1.27
14054,640,5582.71,8.72,1.05
14055,680,6152.89,9.05,1.09
14057,4090,35077.67,8.58,1.04
14058,1070,9069.65,8.48,1.02
14059,4940,48156.95,9.75,1.18
14060,190,1762.82,9.28,1.12
14062,1520,12537.99,8.25,1
14063,5160,40547.69,7.86,0.95
14065,760,6299.19,8.29,1
14066,480,3754.19,7.82,0.94
14067,2420,19375.46,8.01,0.97
14068,3550,41166.66,11.6,1.4
14069,470,4548.33,9.68,1.17
14070,2350,18279.01,7.78,0.94
14072,10560,107878.39,10.22,1.23
14075,22290,191783.18,8.6,1.04
14080,2120,18246.34,8.61,1.04
14081,1230,9759.35,7.93,0.96
14082,240,2287.81,9.53,1.15
14085,3730,40410.06,10.83,1.31
14086,16870,167917.76,9.95,1.2
14091,580,4588.01,7.91,0.96
14092,5740,53674.01,9.35,1.13
14094,24600,187945.29,7.64,0.92
14098,1360,10890.6,8.01,0.97
14101,820,6242.22,7.61,0.92
14102,650,7299.94,11.23,1.36
14103,4990,36904.12,7.4,0.89
14105,2170,16613.87,7.66,0.93
14108,2790,21672.1,7.77,0.94
14111,1610,13015.33,8.08,0.98
14113,410,3346.62,8.16,0.99
14120,22580,179817.06,7.96,0.96
14125,1720,13504.43,7.85,0.95
14127,15510,189850.86,12.24,1.48
14129,590,4953,8.39,1.01
14131,2600,20640.37,7.94,0.96
14132,2900,24302.4,8.38,1.01
14134,160,1478.38,9.24,1.12
14136,2320,16931.86,7.3,0.88
14138,870,6488.09,7.46,0.9
14139,1200,10560.38,8.8,1.06
14141,3770,28676.88,7.61,0.92
14143,700,5614.09,8.02,0.97
14145,770,6372.51,8.28,1
14150,22010,169418.49,7.7,0.93
14167,840,6711.27,7.99,0.96
14170,1220,11286.47,9.25,1.12
14171,1010,8138.21,8.06,0.97
14172,1620,12716.24,7.85,0.95
14174,2880,26083.41,9.06,1.09
14201,4520,32791.06,7.25,0.88
14202,1670,27740.22,16.61,2.01
14203,770,5504.02,7.15,0.86
14204,3190,22790.06,7.14,0.86
14206,9520,72273.88,7.59,0.92
14207,9310,70565.5,7.58,0.92
14208,3660,27221.26,7.44,0.9
14209,3450,28430.83,8.24,1
14210,6320,47753.43,7.56,0.91
14211,8430,65398.82,7.76,0.94
14212,4140,30597.04,7.39,0.89
14213,9120,70652.03,7.75,0.94
14214,7570,54043.84,7.14,0.86
14215,16730,124514.33,7.44,0.9
14216,11350,88542.3,7.8,0.94
14217,11770,90542.93,7.69,0.93
14218,8760,65349.48,7.46,0.9
14219,6150,46380.34,7.54,0.91
14220,11740,88271.58,7.52,0.91
14221,26910,316309.73,11.75,1.42
14222,6090,57130.93,9.38,1.13
14223,12520,100480.43,8.03,0.97
14224,21400,175465.35,8.2,0.99
14225,17750,137205.17,7.73,0.93
14226,14550,133283.53,9.16,1.11
14227,11930,94349.84,7.91,0.96
14228,9270,75318.18,8.12,0.98
14301,5120,37544.62,7.33,0.89
14303,2420,17774.63,7.34,0.89
14304,15190,112555.87,7.41,0.89
14305,7380,50816.16,6.89,0.83
14411,5520,40871.9,7.4,0.89
14414,3470,28262.2,8.14,0.98
14416,1900,15684.86,8.26,1
14418,540,4333.99,8.03,0.97
14420,7540,59673.19,7.91,0.96
14422,1090,9618.27,8.82,1.07
14423,2370,18278.18,7.71,0.93
14424,13270,107314.31,8.09,0.98
14425,5610,46480.14,8.29,1
14427,950,7435.04,7.83,0.95
14428,4380,38518.5,8.79,1.06
14432,2600,19900.89,7.65,0.92
14433,2020,15560.07,7.7,0.93
14435,1460,12397.71,8.49,1.03
14437,4380,32713.04,7.47,0.9
14441,180,2223.2,12.35,1.49
14445,4030,30049.24,7.46,0.9
14450,21330,244023.06,11.44,1.38
14454,2950,26454.75,8.97,1.08
14456,8770,62649.47,7.14,0.86
14462,300,2626.56,8.76,1.06
14464,3440,26473.44,7.7,0.93
14466,870,7098.08,8.16,0.99
14467,4800,38131.49,7.94,0.96
14468,9210,79587.4,8.64,1.04
14469,2940,22909.25,7.79,0.94
14470,3800,29528.81,7.77,0.94
14471,1400,11046.78,7.89,0.95
14472,4330,60743.38,14.03,1.69
14475,180,2221.45,12.34,1.49
14476,1020,8825.18,8.65,1.04
14477,800,6235.49,7.79,0.94
14478,470,4563.1,9.71,1.17
14480,490,3707.61,7.57,0.91
14481,920,7621.73,8.28,1
14482,4090,30709.56,7.51,0.91
14485,2030,15558.84,7.66,0.93
14486,150,1707.62,11.38,1.37
14487,2920,24190.96,8.28,1
14489,3250,25130.99,7.73,0.93
14502,5120,46390.43,9.06,1.09
14504,900,6926.27,7.7,0.93
14505,2630,20412.34,7.76,0.94
14506,610,11913.4,19.53,2.36
14507,650,4932.67,7.59,0.92
14510,2200,16460.22,7.48,0.9
14512,2270,16770.37,7.39,0.89
14513,6520,48069.18,7.37,0.89
14514,2900,25572.59,8.82,1.07
14516,1040,8932.34,8.59,1.04
14517,1250,9905.79,7.92,0.96
14519,6000,52008.38,8.67,1.05
14521,1290,10244.35,7.94,0.96
14522,4440,33793.55,7.61,0.92
14525,1340,11143.06,8.32,1
14526,10670,122558.43,11.49,1.39
14527,5790,41738.37,7.21,0.87
14530,2480,19397.99,7.82,0.94
14532,2230,16955.95,7.6,0.92
14533,740,6141.2,8.3,1
14534,16000,390799.63,24.42,2.95
14536,280,2528.47,9.03,1.09
14541,1010,8100.62,8.02,0.97
14543,1740,17052.61,9.8,1.18
14544,900,6717.57,7.46,0.9
14546,2420,19871.75,8.21,0.99
14548,1960,15273.69,7.79,0.94
14550,780,6279.82,8.05,0.97
14551,2550,19534.79,7.66,0.93
14555,500,5265.8,10.53,1.27
14559,9130,80140.32,8.78,1.06
14560,1040,8448.76,8.12,0.98
14561,1330,11000.91,8.27,1
14564,7210,102811.07,14.26,1.72
14568,2990,27377.17,9.16,1.11
14569,2820,21228.16,7.53,0.91
14571,610,5018.77,8.23,0.99
14572,2300,17327.58,7.53,0.91
14580,26460,263841.5,9.97,1.2
14585,160,1718.56,10.74,1.3
14586,4810,46603.06,9.69,1.17
14589,3640,28107.61,7.72,0.93
14590,2300,17222.97,7.49,0.9
14591,810,6328.19,7.81,0.94
14604,830,6142.39,7.4,0.89
14605,3940,33176.95,8.42,1.02
14606,13200,96992.66,7.35,0.89
14607,7930,63965.51,8.07,0.97
14608,4700,34728.63,7.39,0.89
14609,19780,147176.18,7.44,0.9
14610,7740,91572.77,11.83,1.43
14611,6520,50053.01,7.68,0.93
14612,17900,145010.5,8.1,0.98
14613,5490,41329.23,7.53,0.91
14614,190,2890.19,15.21,1.84
14615,7940,61236.22,7.71,0.93
14616,14830,114449.55,7.72,0.93
14617,12500,104889.86,8.39,1.01
14618,10520,160357.14,15.24,1.84
14619,6630,50339.02,7.59,0.92
14620,10740,81727.74,7.61,0.92
14621,12020,94222.99,7.84,0.95
14622,6690,52678.04,7.87,0.95
14623,9490,71896.43,7.58,0.92
14624,19620,157357.6,8.02,0.97
14625,5680,57694.95,10.16,1.23
14626,15700,123002.88,7.83,0.95
14701,16800,115180.46,6.86,0.83
14706,2770,21710.22,7.84,0.95
14709,650,4958.07,7.63,0.92
14710,1640,13453.23,8.2,0.99
14711,710,5454.45,7.68,0.93
14712,1560,12909.69,8.28,1
14714,180,1382.31,7.68,0.93
14715,1180,8407.61,7.13,0.86
14716,990,7277.25,7.35,0.89
14717,280,2517.45,8.99,1.09
14718,970,7449.23,7.68,0.93
14719,1390,10409.74,7.49,0.9
14721,100,1141,11.41,1.38
14723,560,4182.72,7.47,0.9
14724,990,7344.59,7.42,0.9
14726,420,3230.37,7.69,0.93
14727,2340,17243.4,7.37,0.89
14728,490,4132.96,8.43,1.02
14729,440,3479.47,7.91,0.96
14731,770,6527.63,8.48,1.02
14733,1840,13675.24,7.43,0.9
14735,1010,7608.84,7.53,0.91
14736,260,1986.62,7.64,0.92
14737,1740,12989.43,7.47,0.9
14738,1700,12893.53,7.58,0.92
14739,1100,7848.79,7.14,0.86
14740,540,3991.77,7.39,0.89
14741,890,6426.42,7.22,0.87
14743,810,6285.57,7.76,0.94
14744,460,3508.77,7.63,0.92
14747,990,7533.49,7.61,0.92
14748,330,2553.18,7.74,0.93
14750,2280,18879.8,8.28,1
14753,510,3854.02,7.56,0.91
14754,280,2371.75,8.47,1.02
14755,1260,9511.22,7.55,0.91
14757,1470,10381.5,7.06,0.85
14760,8420,59375.43,7.05,0.85
14767,710,5176.24,7.29,0.88
14769,410,3408.3,8.31,1
14770,1350,10368.9,7.68,0.93
14772,1640,12800.74,7.81,0.94
14775,1130,8223.65,7.28,0.88
14777,300,2555.27,8.52,1.03
14779,2960,21712.81,7.34,0.89
14781,910,6414.56,7.05,0.85
14782,1020,7780.69,7.63,0.92
14784,440,3456.37,7.86,0.95
14787,2350,16297.18,6.93,0.84
14801,2230,16827.96,7.55,0.91
14802,410,3459.13,8.44,1.02
14803,540,4441.72,8.23,0.99
14804,650,5449.73,8.38,1.01
14805,510,4200.63,8.24,1
14806,980,7443.84,7.6,0.92
14807,1350,10694.7,7.92,0.96
14808,270,2146.8,7.95,0.96
14809,1130,8389.32,7.42,0.9
14810,5210,37259.19,7.15,0.86
14812,1510,11857.76,7.85,0.95
14813,1070,7666.99,7.17,0.87
14814,970,10914.08,11.25,1.36
14815,430,3380.46,7.86,0.95
14816,330,2691.45,8.16,0.99
14817,1260,10007.27,7.94,0.96
14818,900,7731.73,8.59,1.04
14819,300,2252.29,7.51,0.91
14820,280,2504.8,8.95,1.08
14821,1600,12505.62,7.82,0.94
14822,500,4021.2,8.04,0.97
14823,1650,12573.14,7.62,0.92
14824,330,2950.8,8.94,1.08
14825,400,3209.97,8.02,0.97
14826,890,6911.78,7.77,0.94
14830,9520,76935.46,8.08,0.98
14836,440,3798.7,8.63,1.04
14837,2170,15451.17,7.12,0.86
14838,890,7081.93,7.96,0.96
